random_crop_id,image_path,sheet_id,sheet_title,page_number,ink_ratio,human_quick_label,human_notes
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0285,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0285.png,PL507,OVERALL MED GAS RISER,5,0.00478,,
Revision_Set_7_37f6066a_p0002_random_0286,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0286.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.021987,,
Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0287,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0287.png,AE401,PLAN DETAILS,22,0.17809,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0288,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0288.png,P-418,FD-C,22,0.144819,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0289,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0289.png,S142,Project Number,6,0.940946,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0290,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0290.png,E403,PANEL SCHEDULES - ELECTRICAL,191,0.276417,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0291,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0291.png,PL305,4TH FLOOR - MED GAS,2,0.043451,,
Revision_Set_7_37f6066a_p0003_random_0292,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0292.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.076892,,
Revision_1_-_Drawing_Changes_6cbee960_p0035_random_0293,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0035_random_0293.png,P-418,"4"" SS",36,0.13728,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0294,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0294.png,A5109D,7.1,16,0.066629,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0295,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0295.png,S140,PHOTO A-9,8,0.868387,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0296,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0296.png,E001,SYMBOLS  LIST.,197,0.130812,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0297,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0297.png,PL307,ATTIC - MED GAS,4,0.069895,,
Revision_Set_7_37f6066a_p0002_random_0298,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0298.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.032528,,
Revision_1_-_Drawing_Changes_6cbee960_p0043_random_0299,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0043_random_0299.png,MH301,VAV,44,0.021391,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0014_random_0300,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0014_random_0300.png,AE514,"1' - 6""",15,0.129525,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0301,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0301.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.032575,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0302,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0302.png,E405,PANEL SCHEDULES - ELECTRICAL,192,0.117687,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0303,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0303.png,PL307,ATTIC - MED GAS,4,0.005601,,
Revision_Set_7_37f6066a_p0003_random_0304,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0304.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.003106,,
Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0305,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0305.png,AE401,PLAN DETAILS,22,0.111209,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0016_random_0306,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0016_random_0306.png,AE600,LOCATIONS WHERE MECHANICAL /,17,0.049093,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0307,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0307.png,S142,NOTE:,7,0.815432,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0177_random_0308,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0177_random_0308.png,P-420,FD-C,178,0.030768,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0309,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0309.png,PL507,OVERALL MED GAS RISER,5,0.067083,,
Revision_Set_7_37f6066a_p0002_random_0310,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0310.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.006824,,
Revision_1_-_Drawing_Changes_6cbee960_p0039_random_0311,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0039_random_0311.png,P-418,CS-1,40,0.136397,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0312,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0312.png,AE402,HAC,10,0.053089,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0313,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0313.png,S160,"AEMS, PLLC",4,0.039441,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0184_random_0314,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0184_random_0314.png,A101,DIRECTION OF WATER FLOW,185,0.06165,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0315,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0315.png,PL507,OVERALL MED GAS RISER,5,0.056739,,
Revision_Set_7_37f6066a_p0003_random_0316,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0316.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.054084,,
Revision_1_-_Drawing_Changes_6cbee960_p0041_random_0317,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0041_random_0317.png,PL105,DRAWING SYMBOLS,42,0.192291,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0318,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0318.png,A5109D,7.1,16,0.085374,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0319,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0319.png,C10,"PLATE 5/16""X4""X0'-6""",3,0.061156,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0194_random_0320,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0194_random_0320.png,EP103,"72""",195,0.092236,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0321,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0321.png,PL306,5TH FLOOR - MED GAS,3,0.133028,,
Revision_Set_7_37f6066a_p0002_random_0322,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0322.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.018553,,
Revision_1_-_Drawing_Changes_6cbee960_p0002_random_0323,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0002_random_0323.png,GI105,ATTIC CODE ANALYSIS,3,0.00973,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0324,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0324.png,AE611,SEE SCHEDULE,18,0.029961,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0325,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0325.png,S142,Project Number,6,0.635927,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0179_random_0326,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0179_random_0326.png,P-418,CS-1,180,0.094165,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0327,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0327.png,PL307,ATTIC - MED GAS,4,0.003205,,
Revision_Set_7_37f6066a_p0002_random_0328,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0328.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.21902,,
Revision_1_-_Drawing_Changes_6cbee960_p0027_random_0329,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0027_random_0329.png,AE612,DOOR AND WINDOW DETAILS,28,0.047363,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0330,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0330.png,P-418,"EXISTING 4"" SS DN",24,0.053944,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0331,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0002_random_0331.png,C10,"PLATE 5/16""X4""X0'-6""",3,0.031295,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0194_random_0332,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0194_random_0332.png,EP103,"72""",195,0.004133,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0333,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0333.png,PL307,ATTIC - MED GAS,4,0.059142,,
Revision_Set_7_37f6066a_p0003_random_0334,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0334.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.025859,,
Revision_1_-_Drawing_Changes_6cbee960_p0020_random_0335,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0020_random_0335.png,AE501,CENTRAL STAIR,21,0.103025,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0336,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0336.png,AE514,"1' - 0""",14,0.012378,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0337,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0337.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.058331,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0338,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0338.png,E403,PANEL SCHEDULES - ELECTRICAL,191,0.234465,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0339,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0339.png,PL305,4TH FLOOR - MED GAS,2,0.199045,,
Revision_Set_7_37f6066a_p0002_random_0340,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0340.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.045744,,
Revision_1_-_Drawing_Changes_6cbee960_p0040_random_0341,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0040_random_0341.png,P-418,WCO,41,0.038445,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0342,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0342.png,AE401,TYP,8,0.0773,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0343,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0343.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.019563,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0181_random_0344,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0181_random_0344.png,PL105,DRAWING SYMBOLS,182,0.143375,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0345,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0345.png,PL305,4TH FLOOR - MED GAS,2,0.002129,,
Revision_Set_7_37f6066a_p0003_random_0346,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0346.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.022974,,
Revision_1_-_Drawing_Changes_6cbee960_p0001_random_0347,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0001_random_0347.png,GI104,5TH FLOOR CODE ANALYSIS,2,0.102116,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0348,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0348.png,P-809,TP-2,26,0.020409,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0349,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0349.png,S160,"AEMS, PLLC",4,0.030558,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0174_random_0350,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0174_random_0350.png,PL202,EXISTING PLAN 2ND FLOOR -,175,0.089263,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0351,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0351.png,PL306,5TH FLOOR - MED GAS,3,0.039146,,
Revision_Set_7_37f6066a_p0002_random_0352,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0352.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.128883,,
Revision_1_-_Drawing_Changes_6cbee960_p0024_random_0353,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0024_random_0353.png,AE611,SEE SCHEDULE,25,0.040485,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0014_random_0354,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0014_random_0354.png,AE514,"1' - 6""",15,0.037461,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0355,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0355.png,S142,NOTE:,7,0.551654,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0186_random_0356,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0186_random_0356.png,MH301,VAV,187,0.12538,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0357,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0357.png,PL507,OVERALL MED GAS RISER,5,0.006836,,
Revision_Set_7_37f6066a_p0002_random_0358,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0358.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.022989,,
Revision_1_-_Drawing_Changes_6cbee960_p0037_random_0359,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0037_random_0359.png,PL404,ENLARGED PLANS - PLUMBING,38,0.086939,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0360,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0360.png,P-418,CS-1,28,0.191677,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0361,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0361.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.01252,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_random_0362,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_random_0362.png,P-418,FD-C,174,0.144004,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0363,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0363.png,PL307,ATTIC - MED GAS,4,0.028419,,
Revision_Set_7_37f6066a_p0002_random_0364,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0364.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.015138,,
Revision_1_-_Drawing_Changes_6cbee960_p0002_random_0365,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0002_random_0365.png,GI105,ATTIC CODE ANALYSIS,3,0.139478,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0366,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0366.png,A5075,"RECEPTACLE, DUPLEX",19,0.062882,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0367,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0367.png,S140,PHOTO A-9,8,0.670313,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0186_random_0368,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0186_random_0368.png,MH301,VAV,187,0.182631,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0369,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0369.png,PL305,4TH FLOOR - MED GAS,2,0.110363,,
Revision_Set_7_37f6066a_p0002_random_0370,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0370.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.043884,,
Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0371,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0371.png,AE125,ENLARGED FLOOR PLANS,20,0.034388,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0372,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0372.png,AE611,SEE SCHEDULE,18,0.036015,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0373,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0373.png,S142,NOTE:,7,0.811075,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0374,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0374.png,E001,SYMBOLS  LIST.,197,0.044036,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0375,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0375.png,PL306,5TH FLOOR - MED GAS,3,0.135663,,
Revision_Set_7_37f6066a_p0002_random_0376,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0376.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.004876,,
Revision_1_-_Drawing_Changes_6cbee960_p0008_random_0377,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0008_random_0377.png,AE211,CENTRAL,9,0.063717,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0016_random_0378,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0016_random_0378.png,AE600,LOCATIONS WHERE MECHANICAL /,17,0.049057,,
